t,P,Q
0,5.19207E-05,-1.36605E-05
0.1,5.39791E-05,-1.3409E-05
0.2,5.61164E-05,-1.56833E-05
0.3,5.74517E-05,-1.41019E-05
0.4,5.72228E-05,-1.58095E-05
0.5,5.6664E-05,-1.5545E-05
0.6,5.47606E-05,-1.67391E-05
0.7,5.51262E-05,-1.6441E-05
0.8,5.2595E-05,-1.7224E-05
0.9,4.86743E-05,-1.68393E-05
1,4.62933E-05,-1.80898E-05
1.1,4.20601E-05,-1.77764E-05
1.2,3.71024E-05,-1.85438E-05
1.3,3.16141E-05,-1.91102E-05
1.4,2.74614E-05,-1.87592E-05
1.5,2.0213E-05,-1.86769E-05
1.6,1.72055E-05,-1.85849E-05
1.7,1.49773E-05,-1.77745E-05
1.8,1.4322E-05,-1.76371E-05
1.9,1.68559E-05,-1.62347E-05
2,2.0929E-05,-1.54668E-05
2.1,2.4593E-05,-1.45297E-05
2.2,2.83861E-05,-1.41581E-05
2.3,3.27553E-05,-1.31878E-05
2.4,3.51407E-05,-1.32291E-05
2.5,3.91792E-05,-1.37548E-05
2.6,4.2746E-05,-1.27746E-05
2.7,4.59076E-05,-1.26962E-05
2.8,4.73861E-05,-1.33156E-05
2.9,5.14987E-05,-1.38975E-05
3,6.7843E-05,-0.001397985
3.1,6.48494E-05,-0.001402
3.2,6.4367E-05,-0.001396715
3.3,6.63913E-05,-0.001388792
3.4,6.88945E-05,-0.001375368
3.5,6.98543E-05,-0.001375144
3.6,7.59029E-05,-0.001375454
3.7,7.11893E-05,-0.001373513
3.8,6.59253E-05,-0.001368847
3.9,7.52275E-05,-0.001379984
4,7.22523E-05,-0.001381758
4.1,6.39287E-05,-0.001386614
4.2,5.46088E-05,-0.001394617
4.3,5.08634E-05,-0.001394664
4.4,4.17457E-05,-0.001386545
4.5,3.36924E-05,-0.001381269
4.6,3.08384E-05,-0.001379312
4.7,2.66941E-05,-0.001384991
4.8,3.68814E-05,-0.001391168
4.9,4.07926E-05,-0.001385207
5,4.17591E-05,-0.001379314
5.1,4.87139E-05,-0.001381182
5.2,5.54155E-05,-0.001378737
5.3,5.16727E-05,-0.001375294
5.4,5.85248E-05,-0.001369533
5.5,5.97358E-05,-0.001367438
5.6,5.95671E-05,-0.001374437
5.7,5.9159E-05,-0.001384477
5.8,6.178E-05,-0.001387925
5.9,6.08944E-05,-0.001397064
6,6.53985E-05,-0.001397741
6.1,6.61902E-05,-0.001395934
6.2,6.5468E-05,-0.001392739
6.3,6.49854E-05,-0.001385155
6.4,6.52779E-05,-0.001378307
6.5,6.99328E-05,-0.001369732
6.6,7.00077E-05,-0.001365924
6.7,6.64623E-05,-0.001363341
6.8,6.67259E-05,-0.001370113
6.9,6.29472E-05,-0.001386384
7,6.08437E-05,-0.00139215
7.1,5.27903E-05,-0.001385074
7.2,5.10831E-05,-0.001385987
7.3,4.53605E-05,-0.001397424
7.4,3.89369E-05,-0.001391758
7.5,3.56791E-05,-0.001385919
7.6,3.48592E-05,-0.001380474
7.7,3.2365E-05,-0.001385144
7.8,3.28091E-05,-0.001391568
7.9,3.39808E-05,-0.001383246
8,3.97117E-05,-0.00138592
8.1,4.20417E-05,-0.001380536
8.2,5.02527E-05,-0.001379737
8.3,5.27473E-05,-0.001388844
8.4,5.33185E-05,-0.001375779
8.5,5.16286E-05,-0.001371072
8.6,5.4086E-05,-0.00137184
8.7,5.19399E-05,-0.001358867
8.8,5.78937E-05,-0.001370277
8.9,5.79511E-05,-0.001374698
9,5.93537E-05,-0.001377353
9.1,6.29949E-05,-0.001385313
9.2,6.0041E-05,-0.00138732
9.3,6.55362E-05,-0.001399318
9.4,6.76606E-05,-0.001403379
9.5,6.66858E-05,-0.001392964
9.6,6.85499E-05,-0.001394467
9.7,6.53226E-05,-0.001390058
9.8,6.35085E-05,-0.001386214
9.9,6.74821E-05,-0.001379538
10,6.69643E-05,-0.001375365
10.1,7.17005E-05,-0.001371895
10.2,6.8712E-05,-0.001368388
10.3,7.20109E-05,-0.001371567
10.4,6.97038E-05,-0.001374334
10.5,6.4642E-05,-0.001394257
10.6,6.03194E-05,-0.001384481
10.7,5.71923E-05,-0.001390609
10.8,5.5317E-05,-0.001400192
10.9,4.30011E-05,-0.001396703
11,3.69077E-05,-0.001382797
11.1,3.72127E-05,-0.001387079
11.2,3.62541E-05,-0.001387565
11.3,3.50302E-05,-0.001382414
11.4,3.46214E-05,-0.001377943
11.5,3.44011E-05,-0.00138048
11.6,4.15326E-05,-0.001388825
11.7,4.39101E-05,-0.001385075
11.8,4.79685E-05,-0.001380055
11.9,4.74708E-05,-0.001378892
12,5.55054E-05,-0.001374898
12.1,5.34501E-05,-0.001365057
12.2,5.5998E-05,-0.001367368
12.3,5.45373E-05,-0.001363814
12.4,5.64419E-05,-0.001373384
12.5,6.03489E-05,-0.001375821
12.6,6.16596E-05,-0.001389306
12.7,5.74198E-05,-0.001395014
12.8,6.59524E-05,-0.001398239
12.9,6.90277E-05,-0.001399333
13,6.2689E-05,-0.001396513
13.1,6.93374E-05,-0.001391675
13.2,6.45441E-05,-0.001392186
13.3,6.77632E-05,-0.001385658
13.4,6.6193E-05,-0.001372552
13.5,6.36561E-05,-0.001376056
13.6,7.31199E-05,-0.001373204
13.7,7.0356E-05,-0.001368297
13.8,7.93062E-05,-0.001381091
13.9,7.70512E-05,-0.001376499
14,7.57034E-05,-0.001377881
14.1,7.31231E-05,-0.001392062
14.2,6.3378E-05,-0.001387543
14.3,5.25759E-05,-0.001385572
14.4,4.45244E-05,-0.00139081
14.5,4.27403E-05,-0.001394741
14.6,3.62092E-05,-0.001383532
14.7,3.89901E-05,-0.001377331
14.8,3.33711E-05,-0.001382128
14.9,4.04057E-05,-0.001385798
15,4.10966E-05,-0.001375523
15.1,4.22198E-05,-0.001374401
15.2,4.73238E-05,-0.001381544
15.3,5.1586E-05,-0.001373044
15.4,5.32468E-05,-0.001370381
15.5,5.53215E-05,-0.001369421
15.6,5.5854E-05,-0.00136944
15.7,5.77034E-05,-0.001373956
15.8,6.05923E-05,-0.001376753
15.9,6.23286E-05,-0.001384818
16,6.37803E-05,-0.001394752
16.1,6.35768E-05,-0.001390379
16.2,6.80276E-05,-0.001397806
16.3,7.00233E-05,-0.001398682
16.4,5.94904E-05,-0.001399492
16.5,6.94162E-05,-0.001395377
16.6,7.03163E-05,-0.00138071
16.7,6.94364E-05,-0.001377524
16.8,6.87801E-05,-0.00136527
16.9,7.22623E-05,-0.001370966
17,7.48864E-05,-0.001369142
17.1,7.48471E-05,-0.001365301
17.2,7.72913E-05,-0.001371383
17.3,7.61174E-05,-0.001388268
17.4,7.48939E-05,-0.001382111
17.5,6.38876E-05,-0.001383182
17.6,6.51101E-05,-0.001390483
17.7,5.76524E-05,-0.001385932
17.8,5.38002E-05,-0.001381047
17.9,4.54712E-05,-0.001385723
18,4.13026E-05,-0.001380504
18.1,3.50496E-05,-0.001380885
18.2,3.8693E-05,-0.00138609
18.3,3.55071E-05,-0.0013795
18.4,3.49802E-05,-0.001376628
18.5,3.96811E-05,-0.001388743
18.6,4.22182E-05,-0.001377211
18.7,4.4485E-05,-0.001381367
18.8,4.60226E-05,-0.00138393
18.9,4.82452E-05,-0.001376889
19,4.99399E-05,-0.001382009
19.1,5.182E-05,-0.00137824
19.2,5.48147E-05,-0.001371887
19.3,5.65551E-05,-0.001374338
19.4,5.67295E-05,-0.001371632
19.5,5.75941E-05,-0.001373616
19.6,5.99267E-05,-0.001380166
19.7,6.2765E-05,-0.001380394
19.8,6.04074E-05,-0.00138549
19.9,6.92454E-05,-0.001397111
20,6.84116E-05,-0.001396133
20.1,6.7844E-05,-0.001402054
20.2,6.97653E-05,-0.001391055
20.3,7.01128E-05,-0.001391039
20.4,6.67343E-05,-0.001384203
20.5,6.89962E-05,-0.001378506
20.6,7.6233E-05,-0.0013723
20.7,7.09544E-05,-0.001369625
20.8,7.25186E-05,-0.0013633
20.9,7.20099E-05,-0.001374842
21,7.62675E-05,-0.001378416
21.1,7.30926E-05,-0.00138099
21.2,6.83607E-05,-0.001390626
21.3,6.39582E-05,-0.001396766
21.4,5.56099E-05,-0.001391329
21.5,4.89522E-05,-0.00138811
21.6,4.91304E-05,-0.001387662
21.7,4.22135E-05,-0.001385043
21.8,3.70346E-05,-0.001380466
21.9,3.78783E-05,-0.00138306
22,3.70672E-05,-0.001389108
22.1,3.50217E-05,-0.00138472
22.2,3.81098E-05,-0.001383919
22.3,3.86642E-05,-0.001380146
22.4,4.25322E-05,-0.001380655
22.5,4.72626E-05,-0.001391274
22.6,4.7355E-05,-0.00137644
22.7,4.48828E-05,-0.00137792
22.8,5.26026E-05,-0.00138307
22.9,4.20801E-05,-0.00137224
23,5.361E-05,-0.001375997
23.1,5.32763E-05,-0.001367261
23.2,5.71738E-05,-0.001375359
23.3,5.93312E-05,-0.001375399
23.4,5.48754E-05,-0.001378254
23.5,5.57193E-05,-0.001376255
23.6,6.1351E-05,-0.001381148
23.7,6.43403E-05,-0.001391995
23.8,6.21616E-05,-0.001389219
23.9,6.4271E-05,-0.001396923
24,6.33317E-05,-0.001399471
24.1,6.49733E-05,-0.001403544
24.2,6.94121E-05,-0.001392693
24.3,6.87082E-05,-0.001405526
24.4,6.89894E-05,-0.001396756
24.5,6.42701E-05,-0.001398428
24.6,6.52976E-05,-0.001386937
24.7,5.99164E-05,-0.001389827
24.8,6.21326E-05,-0.001383345
24.9,6.45817E-05,-0.001380364
25,6.45429E-05,-0.001376247
25.1,6.76442E-05,-0.001369936
25.2,7.10783E-05,-0.001373217
25.3,6.93881E-05,-0.001365989
25.4,7.11057E-05,-0.001368365
25.5,7.14374E-05,-0.001364653
25.6,7.5452E-05,-0.001365823
25.7,7.17881E-05,-0.001374534
25.8,7.26746E-05,-0.001371764
25.9,7.42271E-05,-0.001377475
26,6.84631E-05,-0.001376535
26.1,7.43825E-05,-0.001377758
26.2,7.73173E-05,-0.001381475
26.3,7.21282E-05,-0.00137949
26.4,6.8669E-05,-0.001396947
26.5,6.64364E-05,-0.001382352
26.6,6.62225E-05,-0.001397996
26.7,5.88435E-05,-0.001386496
26.8,6.04174E-05,-0.001401077
26.9,5.5317E-05,-0.00138578
27,5.57161E-05,-0.001401385
27.1,5.08552E-05,-0.00139166
27.2,4.80823E-05,-0.001398342
27.3,4.57399E-05,-0.001389902
27.4,4.41303E-05,-0.00139011
27.5,4.03779E-05,-0.001389292
27.6,3.97437E-05,-0.001381564
27.7,3.54088E-05,-0.001387337
27.8,3.6784E-05,-0.001385933
27.9,3.37242E-05,-0.001383529
28,3.58471E-05,-0.001392336
28.1,3.23517E-05,-0.001382515
28.2,3.50265E-05,-0.001387653
28.3,4.14638E-05,-0.001381372
28.4,4.64788E-05,-0.001388816
28.5,4.55685E-05,-0.001383839
28.6,4.47555E-05,-0.001379526
28.7,4.19232E-05,-0.001393006
28.8,5.26085E-05,-0.001372892
28.9,5.02456E-05,-0.001380569
29,4.9881E-05,-0.001375823
29.1,5.94648E-05,-0.001373403
29.2,5.01349E-05,-0.001367237
29.3,6.17339E-05,-0.001368459
29.4,5.68617E-05,-0.001373555
29.5,5.76773E-05,-0.001374581
29.6,5.8019E-05,-0.001373897
29.7,5.95142E-05,-0.001378095
29.8,6.2579E-05,-0.001390627
29.9,6.50607E-05,-0.001389049
30,6.16076E-05,-0.001397888
30.1,6.48848E-05,-0.001401955
30.2,6.11479E-05,-0.001400412
30.3,6.64714E-05,-0.001403989
30.4,6.80787E-05,-0.001397111
30.5,6.77454E-05,-0.001397326
30.6,7.05981E-05,-0.001395802
30.7,7.12268E-05,-0.001397266
30.8,6.54327E-05,-0.001396357
30.9,7.28293E-05,-0.001386164
31,6.97876E-05,-0.001387923
31.1,7.19377E-05,-0.001377798
31.2,6.90738E-05,-0.001372955
31.3,7.09023E-05,-0.001373822
31.4,6.75019E-05,-0.001364063
31.5,6.8507E-05,-0.001370123
31.6,7.00517E-05,-0.001361709
31.7,6.48E-05,-0.001361899
31.8,7.39003E-05,-0.001368168
31.9,7.21285E-05,-0.001364626
32,7.30709E-05,-0.001378057
32.1,7.22049E-05,-0.001377075
32.2,7.42735E-05,-0.001389331
32.3,7.2792E-05,-0.00137744
32.4,7.09249E-05,-0.001383336
32.5,6.03404E-05,-0.0013872
32.6,6.36847E-05,-0.001397784
32.7,5.83567E-05,-0.001388921
32.8,5.86482E-05,-0.001399064
32.9,5.68919E-05,-0.00138202
33,4.7861E-05,-0.001397506
33.1,4.16972E-05,-0.001379769
33.2,4.05599E-05,-0.001392374
33.3,3.58195E-05,-0.00137768
33.4,3.03801E-05,-0.001386502
33.5,3.39302E-05,-0.001379492
33.6,3.31766E-05,-0.001384633
33.7,3.02867E-05,-0.001389552
33.8,2.98954E-05,-0.001383189
33.9,3.04369E-05,-0.001391672
34,2.85697E-05,-0.001388038
34.1,2.9754E-05,-0.001384587
34.2,3.27844E-05,-0.001386217
34.3,3.95943E-05,-0.001386509
34.4,3.89993E-05,-0.001379831
34.5,4.27272E-05,-0.001388263
34.6,4.39647E-05,-0.001375763
34.7,4.28802E-05,-0.001391471
34.8,4.56535E-05,-0.001378161
34.9,4.57514E-05,-0.001384165
35,4.9987E-05,-0.001376409
35.1,5.31186E-05,-0.001377428
35.2,4.85806E-05,-0.001381437
35.3,5.49027E-05,-0.001373136
35.4,5.12479E-05,-0.001374775
35.5,5.49538E-05,-0.001372639
35.6,5.30207E-05,-0.001375554
35.7,5.57652E-05,-0.001372296
35.8,5.84271E-05,-0.001376384
35.9,5.59112E-05,-0.0013789
36,5.84552E-05,-0.001381748
36.1,5.57727E-05,-0.001380671
36.2,6.012E-05,-0.001392392
36.3,6.22543E-05,-0.00138486
36.4,6.34424E-05,-0.001399477
36.5,6.36151E-05,-0.001397134
36.6,6.4591E-05,-0.001402295
36.7,6.34258E-05,-0.001398527
36.8,6.57373E-05,-0.001399286
36.9,6.77303E-05,-0.001400913
37,6.51737E-05,-0.001388462
37.1,6.63858E-05,-0.001395183
37.2,6.39901E-05,-0.0013977
37.3,6.567E-05,-0.001390411
37.4,6.44761E-05,-0.001390193
37.5,6.65119E-05,-0.001381889
37.6,6.26097E-05,-0.001383064
37.7,6.36785E-05,-0.00137639
37.8,6.58073E-05,-0.001375962
37.9,7.12221E-05,-0.001375174
38,6.71103E-05,-0.00137376
38.1,7.02569E-05,-0.001374185
38.2,6.68947E-05,-0.001370988
38.3,7.25729E-05,-0.001376006
38.4,7.00025E-05,-0.001368614
38.5,6.90106E-05,-0.001370453
38.6,7.08032E-05,-0.001367264
38.7,6.99248E-05,-0.001368082
38.8,6.46322E-05,-0.001368848
38.9,6.55397E-05,-0.001368599
39,6.87443E-05,-0.001378709
39.1,6.43219E-05,-0.001376215
39.2,6.72621E-05,-0.001393614
39.3,6.92802E-05,-0.001379799
39.4,0.005096547,0.010468885
39.5,0.009353899,0.013841501
39.6,0.009093018,0.01358839
39.7,0.008740538,0.012477268
39.8,0.008040941,0.011327618
39.9,0.0074317,0.009440639
40,0.006489339,0.006973477
40.1,0.004005026,0.002085239
40.2,0.000705017,0.000283309
40.3,0.001020364,0.00017014
40.4,0.00083532,0.000189876
40.5,0.00107736,0.00014392
40.6,0.000834131,0.000186529
40.7,0.001073851,0.000149047
40.8,0.000835708,0.000178232
40.9,0.001075142,0.000142718
41,0.000845172,0.000207522
41.1,0.001081031,0.000134264
41.2,0.000825038,0.000190352
41.3,0.001047337,0.000156004
41.4,0.000859407,0.000187616
41.5,0.001035955,0.000152669
41.6,0.000895959,0.000205873
41.7,0.001005867,0.000140682
41.8,0.000915824,0.000193069
41.9,0.000969389,0.000150762
42,0.000949358,0.000181151
42.1,0.000935303,0.000171184
42.2,0.000999152,0.000176679
42.3,0.000895671,0.000168963
42.4,0.001011156,0.00017455
42.5,0.000870357,0.000175501
42.6,0.001034983,0.000148463
42.7,0.000858466,0.000198164
42.8,0.001066563,0.000142313
42.9,0.000825312,0.000179073
43,0.001065357,0.000147262
43.1,0.000820757,0.000177561
43.2,0.001068351,0.000136943
43.3,0.000829728,0.00019312
43.4,0.001070516,0.000132717
43.5,0.000821824,0.000193496
43.6,0.00103908,0.000135338
43.7,0.000853041,0.000189889
43.8,0.001025194,0.000144281
43.9,0.00087778,0.000201417
44,0.000986844,0.000145876
44.1,0.000891767,0.000185661
44.2,0.000947559,0.000164669
44.3,0.000928026,0.000175555
44.4,0.000919169,0.000170108
44.5,0.000992849,0.000214027
44.6,0.000882307,0.000172907
44.7,0.000993771,0.000178236
44.8,0.000859008,0.000201218
44.9,0.00102281,0.000165369
45,0.000817744,0.000206341
45.1,0.001016278,0.000171549
45.2,0.000782172,0.000192281
45.3,0.001023423,0.00015766
45.4,0.000792258,0.000203857
45.5,0.001033797,0.000150823
45.6,0.000811106,0.00021218
45.7,0.00104461,0.000153397
45.8,0.000796106,0.000197692
45.9,0.001022965,0.000155912
46,0.000826793,0.000209467
46.1,0.001004658,0.000152839
46.2,0.000856808,0.000216553
46.3,0.000983705,0.000166781
46.4,0.000874188,0.000199482
46.5,0.000948329,0.000155713
46.6,0.000912753,0.000185746
46.7,0.000919469,0.000170992
46.8,0.000958348,0.000183982
46.9,0.000881077,0.000155412
47,0.000973154,0.0001725
47.1,0.000856899,0.00017149
47.2,0.001010596,0.000153834
47.3,0.000839786,0.000186833
47.4,0.001040948,0.000170486
47.5,0.000816286,0.000172853
47.6,0.001043604,0.000144987
47.7,0.000806361,0.000194353
47.8,0.001055498,0.000139703
47.9,0.000820232,0.000196689
48,0.001057232,0.00015178
48.1,0.000809085,0.000184427
48.2,0.001045103,0.000149423
48.3,0.000826984,0.000206347
48.4,0.001037396,0.000146376
48.5,0.000863452,0.000211112
48.6,0.001014367,0.000141231
48.7,0.000872901,0.000189199
48.8,0.000978059,0.000161434
48.9,0.000909691,0.000188724
49,0.000955414,0.000155665
49.1,0.000960383,0.000188296
49.2,0.000918824,0.000172489
49.3,0.000975702,0.000161824
49.4,0.000894755,0.000174682
49.5,0.001010356,0.000174365
49.6,0.000920988,0.0001903
49.7,-0.002468996,0.000826106
49.8,-0.001876982,0.000563005
49.9,-0.00213839,0.000683104
50,-0.001864733,0.00053461
50.1,-0.002327833,0.000777876
50.2,-0.001807619,0.000524546
50.3,-0.002194012,0.000726545
50.4,-0.001867974,0.000548507
50.5,-0.002135187,0.000686948
50.6,-0.0019661,0.000606196
50.7,-0.001980191,0.000613172
50.8,-0.002129444,0.000685955
50.9,-0.001839342,0.000546098
51,-0.002255785,0.000775611
51.1,-0.00176968,0.000533496
51.2,-0.002231816,0.000740485
51.3,-0.001919834,0.000580757
51.4,-0.002098025,0.000684466
51.5,-0.002049677,0.000668739
51.6,-0.001911155,0.000593935
51.7,-0.002227522,0.000751037
51.8,-0.001809955,0.000532508
51.9,-0.002257436,0.000750407
52,-0.001817362,0.000525098
52.1,-0.002216614,0.000722063
52.2,-0.001983046,0.000603385
52.3,-0.002042838,0.000654925
52.4,-0.002132725,0.000687267
52.5,-0.001849249,0.00052884
52.6,-0.002221833,0.000717977
52.7,-0.001822251,0.000509924
52.8,-0.002273853,0.000737452
52.9,-0.00190432,0.000547114
53,-0.002152368,0.000695917
53.1,-0.001978252,0.000604034
53.2,-0.002006199,0.000592647
53.3,-0.002167202,0.000676909
53.4,-0.00186694,0.000520371
53.5,-0.002270695,0.000736773
53.6,-0.001816179,0.000507873
53.7,-0.002239431,0.000724297
53.8,-0.001919121,0.000556167
53.9,-0.002089372,0.000627829
54,-0.002049542,0.000602317
54.1,-0.001957231,0.000568475
54.2,-0.002255115,0.000707506
54.3,-0.001843802,0.000510672
54.4,-0.002301941,0.000752329
54.5,-0.001822357,0.000512863
54.6,-0.002238949,0.00070434
54.7,-0.001960233,0.00057208
54.8,-0.002079862,0.000642002
54.9,-0.002143384,0.000683908
55,-0.001923664,0.000572163
55.1,-0.002285774,0.000766266
55.2,-0.001803601,0.00051605
55.3,-0.002272518,0.000740815
55.4,-0.001860455,0.000531671
55.5,-0.002196371,0.000700309
55.6,-0.001999261,0.000609297
55.7,-0.00201491,0.000621406
55.8,-0.002152205,0.000701465
55.9,-0.001881386,0.000538029
56,-0.002244772,0.000722393
56.1,-0.001824281,0.000507077
56.2,-0.002300976,0.000756087
56.3,-0.001920009,0.000560733
56.4,-0.002133155,0.000680261
56.5,-0.002020829,0.000625134
56.6,-0.001959177,0.000569875
56.7,-0.002182676,0.000702134
56.8,-0.001853257,0.00052281
56.9,-0.002312948,0.000755529
57,-0.001851724,0.000524459
57.1,-0.002240676,0.000745593
57.2,-0.001928568,0.000584383
57.3,-0.002087522,0.000650895
57.4,-0.002126939,0.000666507
57.5,-0.00192952,0.00057086
57.6,-0.002273843,0.000740686
57.7,-0.001813298,0.000522755
57.8,-0.002272931,0.000757425
57.9,-0.001828899,0.00052608
58,-0.002188475,0.000704118
58.1,-0.001993316,0.000605934
58.2,-0.002027152,0.000623881
58.3,-0.002181784,0.000702695
58.4,-0.001873629,0.000539564
58.5,-0.002240597,0.000742299
58.6,-0.001774373,0.000507012
58.7,-0.00225194,0.000723754
58.8,-0.001854143,0.000540603
58.9,-0.00216931,0.000704236
59,-0.002014831,0.000656826
59.1,-0.001939203,0.000618253
59.2,-0.002206602,0.000761857
59.3,-0.001807933,0.000547746
59.4,-0.002279376,0.000782654
59.5,-0.001809044,0.0005271
59.6,-0.002232109,0.000734119
59.7,-0.001887693,0.000556266
59.8,-0.002002472,0.000629263
59.9,-0.002014539,0.000626745
60,-0.001883008,0.000550427
60.1,-0.002191065,0.00071228
60.2,-0.001760977,0.000489531
60.3,-0.002266926,0.000767355
60.4,-0.001843044,0.000541439
60.5,-0.002146348,0.000706951
60.6,-0.001924309,0.000602245
60.7,-0.001967213,0.00061888
60.8,-0.002104722,0.00068031
60.9,-0.001835136,0.0005501
61,-0.002224422,0.0007271
61.1,-0.00175752,0.000517562
61.2,-0.002243046,0.000747455
61.3,-0.001808572,0.00054158
61.4,-0.002055596,0.000637527
61.5,-0.002000663,0.000612565
61.6,-0.001917589,0.000577976
61.7,-0.00211515,0.000692686
61.8,-0.001762113,0.000511294
61.9,-0.002176348,0.000728683
62,-0.001706079,0.000489728
62.1,-0.002090928,0.000674537
62.2,-0.001793649,0.000524138
62.3,-0.002020807,0.000636165
62.4,-0.001960286,0.000623559
62.5,-0.0018349,0.000554893
62.6,-0.002115568,0.000709642
62.7,-0.001690581,0.0004895
62.8,-0.002112396,0.000701087
62.9,-0.001734243,0.00050768
63,-0.002147949,0.000721234
63.1,-0.001876545,0.000583082
63.2,-0.001971725,0.000641735
63.3,-0.002015461,0.000662213
63.4,-0.001820692,0.000541283
63.5,-0.002189707,0.000716995
63.6,-0.001743136,0.000489039
63.7,-0.002179033,0.000713458
63.8,-0.001781483,0.000510635
63.9,-0.002076488,0.000659573
64,-0.001928952,0.000583358
64.1,-0.001920014,0.000574489
64.2,-0.002052041,0.000636757
64.3,-0.001811419,0.000517139
64.4,-0.002208131,0.000730332
64.5,-0.001743843,0.000492811
64.6,-0.002166596,0.000716956
64.7,-0.00180513,0.000541685
64.8,-0.002035801,0.000652502
64.9,-0.001950651,0.000610584
65,-0.001903005,0.000581478
65.1,-0.002137215,0.000699861
65.2,-0.001775042,0.000503949
65.3,-0.002180141,0.00072396
65.4,-0.001738366,0.000484256
65.5,-0.002161216,0.000690195
65.6,-0.001841165,0.000525498
65.7,-0.002013295,0.000616142
65.8,-0.001974647,0.000602628
65.9,-0.001830146,0.00053532
66,-0.002110308,0.000685708
66.1,-0.001707217,0.000470265
66.2,-0.002142017,0.000692818
66.3,-0.001713047,0.000482409
66.4,-0.002097185,0.000685427
66.5,-0.001780665,0.000521403
66.6,-0.001920688,0.000599299
66.7,-0.001929652,0.000615702
66.8,-0.001731151,0.000498141
66.9,-0.002045928,0.000632658
67,-0.001656067,0.000445334
67.1,-0.002116536,0.000679827
67.2,-0.001694423,0.000472663
67.3,-0.001997621,0.000636953
67.4,-0.001806897,0.000552921
67.5,-0.001874777,0.000576111
67.6,-0.002000031,0.000637487
67.7,-0.001762186,0.000523932
67.8,-0.002130811,0.000705335
67.9,-0.001686819,0.000491622
68,-0.002105638,0.000727302
68.1,-0.001717872,0.000527568
68.2,-0.001999486,0.000640263
68.3,-0.001876427,0.000577248
68.4,-0.00190188,0.000588588
68.5,-0.002018967,0.000662567
68.6,-0.001743603,0.000514434
68.7,-0.002103568,0.000700351
68.8,-0.00167972,0.000479784
68.9,-0.002120043,0.000691116
69,-0.00173213,0.000493685
69.1,-0.002033001,0.000636637
69.2,-0.001870205,0.000561953
69.3,-0.001861145,0.00055991
69.4,-0.00202557,0.000653388
69.5,-0.001726229,0.00048714
69.6,-0.002134208,0.000671602
69.7,-0.001663793,0.000450111
69.8,-0.002148929,0.000698434
69.9,-0.00172466,0.00051165
70,-0.001992155,0.000615472
70.1,-0.001846743,0.000558572
70.2,-0.001821297,0.000530666
70.3,-0.001975649,0.000611388
70.4,-0.001719325,0.000468405
70.5,-0.002131212,0.000675471
70.6,-0.001696843,0.000461515
70.7,-0.00206745,0.000685839
70.8,-0.001721244,0.000485159
70.9,-0.001928621,0.00057527
71,-0.00187067,0.000553094
71.1,-0.001835825,0.000532452
71.2,-0.002029668,0.000639633
71.3,-0.001684513,0.000470928
71.4,-0.002069235,0.000679486
71.5,-0.001649301,0.000450723
